CustomerID,Recency,Frequency,Monetary,R,F,M,Seg
14045,109,4,1659.75,2,4,4,At risk
14046,284,1,154.99,1,1,1,Normal
14047,9,5,1290.0100000000002,5,4,4,Champion
14048,305,1,375.13,1,1,2,Normal
14049,17,4,5639.150000000001,4,4,5,Champion
14050,32,2,746.36,4,3,3,Loyal
14051,1,23,15477.340000000002,5,5,5,Champion
14052,20,1,225.36,4,1,1,New customer
14053,124,2,260.25,2,3,2,Normal
14054,65,1,92.46000000000001,3,1,1,Normal
14055,106,1,725.64,2,1,3,Normal
14056,1,23,8124.4,5,5,5,Champion
14057,24,17,6147.4,4,5,5,Champion
14059,267,1,183.6,1,1,1,Normal
14060,5,19,6135.38,5,5,5,Champion
14062,10,12,10464.85,5,5,5,Champion
14064,29,5,1188.32,4,4,4,Champion
14066,267,1,152.55,1,1,1,Normal
14067,64,2,374.7,3,3,2,Loyal
14068,320,1,265.85,1,1,2,Normal
14071,4,8,1307.4099999999999,5,5,4,Champion
14073,32,1,139.54,4,1,1,New customer
14075,5,3,942.26,5,3,4,Loyal
14076,129,1,122.47,2,1,1,Normal
14077,41,5,499.42,3,4,3,Loyal
14078,102,6,1049.37,2,5,4,At risk
14079,125,1,375.1,2,1,2,Normal
14080,33,1,45.599999999999994,3,1,1,Normal
14081,302,2,904.67,1,3,3,Normal
14082,365,1,182.25,1,1,1,Normal
14083,4,9,1018.43,5,5,4,Champion
14085,2,18,4435.79,5,5,5,Champion
14087,3,1,181.67,5,1,1,New customer
14088,10,13,50415.49,5,5,5,Champion
14089,57,1,161.0,3,1,1,Normal
14090,325,1,76.32000000000001,1,1,1,Normal
14092,8,14,4063.1,5,5,5,Champion
14093,12,1,442.85,5,1,2,New customer
14096,4,17,57120.91,5,5,5,Champion
14098,37,1,147.35,3,1,1,Normal
14099,16,11,3092.9700000000003,4,5,5,Champion
14100,138,1,194.9,2,1,1,Normal
14101,74,6,5976.79,2,5,5,At risk
14102,5,5,1314.73,5,4,4,Champion
14104,155,2,216.20999999999998,2,3,1,Normal
14105,239,1,1260.33,1,1,4,Lost high value
14107,52,7,2688.48,3,5,5,Loyal
14108,31,2,594.16,4,3,3,Loyal
14109,73,1,80.19999999999999,2,1,1,Normal
14110,4,12,5669.65,5,5,5,Champion
14111,14,4,688.6,4,4,3,Loyal
14112,23,7,2774.17,4,5,5,Champion
14113,4,4,1377.92,5,4,4,Champion
14114,274,2,386.53,1,3,2,Normal
14116,20,5,1382.74,4,4,4,Champion
14117,144,1,90.0,2,1,1,Normal
14121,4,4,2740.3,5,4,5,Champion
14124,84,1,419.58,2,1,2,Normal
14125,11,3,2740.43,5,3,5,Loyal
14126,8,3,643.63,5,3,3,Loyal
14127,123,3,709.71,2,3,3,Normal
14128,61,2,637.5,3,3,3,Loyal
14129,2,5,1123.8600000000001,5,4,4,Champion
14130,319,1,483.86,1,1,3,Normal
14132,2,11,3580.1299999999997,5,5,5,Champion
14133,130,3,590.34,2,3,3,Normal
14135,2,15,4690.31,5,5,5,Champion
14138,2,2,982.3800000000001,5,3,4,Loyal
14139,46,1,415.82,3,1,2,Normal
14140,4,2,920.05,5,3,4,Loyal
14141,3,4,879.0300000000001,5,4,3,Loyal
14142,373,1,311.81,1,1,2,Normal
14143,134,1,115.8,2,1,1,Normal
14145,47,4,3148.2,3,4,5,Loyal
14146,9,5,2949.5699999999997,5,4,5,Champion
14147,78,2,468.4,2,3,2,Normal
14148,234,1,157.2,1,1,1,Normal
14149,221,1,259.43,1,1,2,Normal
14150,36,2,658.64,3,3,3,Loyal
14152,75,2,611.0899999999999,2,3,3,Normal
14154,239,2,1345.62,1,3,4,At risk
14155,266,1,118.75,1,1,1,Normal
14156,10,55,113384.14,5,5,5,Champion
14157,20,2,400.43,4,3,2,Loyal
14158,40,1,507.65999999999997,3,1,3,Normal
14159,20,11,4678.3,4,5,5,Champion
14161,216,3,1110.52,1,3,4,At risk
14162,174,2,289.36,2,3,2,Normal
14163,87,4,2445.91,2,4,5,At risk
14164,71,2,1631.77,3,3,4,Loyal
14165,276,1,122.53999999999999,1,1,1,Normal
14167,39,4,574.84,3,4,3,Loyal
14171,98,1,363.79,2,1,2,Normal
14173,11,4,450.84000000000003,5,4,2,Loyal
14174,33,1,134.46,3,1,1,Normal
14175,60,3,3108.0600000000004,3,3,5,Loyal
14176,297,4,574.0,1,4,3,Normal
14177,86,4,554.4599999999999,2,4,3,Normal
14178,9,7,1620.93,5,5,4,Champion
14179,41,2,719.78,3,3,3,Loyal
14180,11,25,4640.77,5,5,5,Champion
14184,67,1,452.89,3,1,2,Normal
14185,331,1,197.65,1,1,1,Normal
14188,31,6,2018.91,4,5,5,Champion
14189,2,15,4604.3099999999995,5,5,5,Champion
14191,2,13,4660.01,5,5,5,Champion
14193,68,2,853.39,3,3,3,Loyal
14194,5,21,11216.75,5,5,5,Champion
14195,202,2,962.7,1,3,4,At risk
14196,107,1,335.52,2,1,2,Normal
14198,18,4,663.5,4,4,3,Loyal
14199,218,1,185.39999999999998,1,1,1,Normal
14201,60,7,688.0400000000001,3,5,3,Loyal
14204,2,1,161.03,5,1,1,New customer
14205,17,2,218.77999999999997,4,3,1,Loyal
14206,239,1,308.26,1,1,2,Normal
14208,95,1,151.74,2,1,1,Normal
14209,11,6,2067.1299999999997,5,5,5,Champion
14210,106,6,1900.89,2,5,4,At risk
14211,53,9,2208.2999999999997,3,5,5,Loyal
14212,90,1,1070.48,2,1,4,Lost high value
14214,31,5,1000.23,4,4,4,Champion
14215,12,6,1777.92,5,5,4,Champion
14216,3,4,1839.3,5,4,4,Champion
14217,2,17,1925.3600000000001,5,5,4,Champion
14218,43,1,169.48000000000002,3,1,1,Normal
14219,4,1,89.94,5,1,1,New customer
14220,247,2,632.4,1,3,3,Normal
14221,42,9,3427.85,3,5,5,Loyal
14222,177,1,683.17,2,1,3,Normal
14223,92,3,975.23,2,3,4,At risk
14224,110,4,1050.12,2,4,4,At risk
14226,29,5,2201.64,4,4,5,Champion
14227,26,10,3315.71,4,5,5,Champion
14229,52,3,1450.6000000000001,3,3,4,Loyal
14231,184,3,822.0600000000001,1,3,3,Normal
14232,43,5,2043.93,3,4,5,Loyal
14233,49,4,1447.51,3,4,4,Loyal
14234,22,4,775.46,4,4,3,Loyal
14235,75,5,3093.86,2,4,5,At risk
14236,81,2,490.85999999999996,2,3,3,Normal
14237,373,1,161.0,1,1,1,Normal
14238,326,1,146.85,1,1,1,Normal
14239,43,11,2323.5,3,5,5,Loyal
14240,30,2,890.34,4,3,3,Loyal
14241,184,1,213.70000000000002,1,1,1,Normal
14242,235,2,280.55,1,3,2,Normal
14243,9,10,2535.88,5,5,5,Champion
14245,220,2,1677.48,1,3,4,At risk
14246,111,3,1474.06,2,3,4,At risk
14247,278,1,136.77,1,1,1,Normal
14248,318,1,302.58,1,1,2,Normal
14250,7,3,1904.05,5,3,4,Loyal
14251,2,5,2879.7,5,4,5,Champion
14256,260,2,935.0600000000001,1,3,4,At risk
14257,64,5,3087.2700000000004,3,4,5,Loyal
14258,9,9,12650.08,5,5,5,Champion
14259,142,1,120.0,2,1,1,Normal
14261,51,2,1163.45,3,3,4,Loyal
14262,8,8,2618.23,5,5,5,Champion
14264,155,2,319.47,2,3,2,Normal
14265,109,2,530.18,2,3,3,Normal
14267,163,3,1279.09,2,3,4,At risk
14270,332,1,492.65000000000003,1,1,3,Normal
14271,226,1,112.32,1,1,1,Normal
14272,74,2,437.96,2,3,2,Normal
14273,51,4,559.97,3,4,3,Loyal
14276,99,3,1019.39,2,3,4,At risk
14277,15,3,3957.0,4,3,5,Loyal
14280,197,1,134.04,1,1,1,Normal
14282,3,15,3729.34,5,5,5,Champion
14284,31,2,578.45,4,3,3,Loyal
14285,21,4,1910.01,4,4,4,Champion
14286,24,3,4595.81,4,3,5,Loyal
14287,8,3,151.23,5,3,1,Loyal
14288,213,1,413.85,1,1,2,Normal
14289,9,6,911.26,5,5,3,Loyal
14290,11,5,2307.4500000000003,5,4,5,Champion
14291,2,11,3873.3,5,5,5,Champion
14292,8,9,4819.33,5,5,5,Champion
14293,3,4,1046.56,5,4,4,Champion
14295,40,1,154.70000000000002,3,1,1,Normal
14297,18,4,1284.06,4,4,4,Champion
14298,8,44,50862.44,5,5,5,Champion
14299,8,9,2855.35,5,5,5,Champion
14300,19,1,43.2,4,1,1,New customer
14301,117,1,632.04,2,1,3,Normal
14304,223,1,197.09999999999997,1,1,1,Normal
14305,71,3,1803.76,3,3,4,Loyal
14306,51,2,2083.42,3,3,5,Loyal
14307,89,6,2995.72,2,5,5,At risk
14309,8,9,2319.6800000000003,5,5,5,Champion
14311,243,1,229.70999999999998,1,1,1,Normal
14312,47,6,1611.59,3,5,4,Loyal
14314,107,1,120.0,2,1,1,Normal
14315,45,6,2456.98,3,5,5,Loyal
14317,65,1,508.58000000000004,3,1,3,Normal
14320,207,2,343.11,1,3,2,Normal
14321,11,5,1530.75,5,4,4,Champion
14323,115,2,574.2600000000001,2,3,3,Normal
14326,242,1,166.85,1,1,1,Normal
14327,163,1,311.65,2,1,2,Normal
14329,17,7,4928.74,4,5,5,Champion
14331,124,2,462.66,2,3,2,Normal
14332,23,3,866.3100000000001,4,3,3,Loyal
14333,68,1,351.45,3,1,2,Normal
14334,17,8,2539.46,4,5,5,Champion
14335,16,2,468.26,4,3,2,Loyal
14336,17,4,1614.91,4,4,4,Champion
14338,161,2,554.22,2,3,3,Normal
14339,243,1,289.90999999999997,1,1,2,Normal
14340,219,1,134.7,1,1,1,Normal
14341,45,8,2166.38,3,5,5,Loyal
14342,21,4,607.7099999999999,4,4,3,Loyal
14344,127,8,889.9300000000001,2,5,3,Normal
14345,39,1,108.97999999999999,3,1,1,Normal
14346,121,2,1021.58,2,3,4,At risk
14348,260,1,409.57,1,1,2,Normal
14349,10,1,133.5,5,1,1,New customer
14350,274,1,258.7,1,1,2,Normal
14351,165,1,51.0,2,1,1,Normal
14352,157,4,1078.96,2,4,4,At risk
14353,215,1,90.6,1,1,1,Normal
14354,6,2,163.62,5,3,1,Loyal
14355,366,1,174.4,1,1,1,Normal
14356,80,2,666.94,2,3,3,Normal
14357,43,1,225.77,3,1,1,Normal
14359,19,3,882.5799999999999,4,3,3,Loyal
14360,32,4,2128.23,4,4,5,Champion
14362,22,1,161.2,4,1,1,New customer
14364,109,8,3717.35,2,5,5,At risk
14367,8,16,9167.82,5,5,5,Champion
14368,320,1,155.0,1,1,1,Normal
14371,295,1,100.5,1,1,1,Normal
14373,358,1,76.55,1,1,1,Normal
14375,185,1,257.68,1,1,2,Normal
14377,191,2,617.05,1,3,3,Normal
14379,44,2,348.1,3,3,2,Loyal
14381,52,1,202.68,3,1,1,Normal
14382,26,1,626.0699999999999,4,1,3,New customer
14383,38,3,1247.69,3,3,4,Loyal
14385,9,3,202.11,5,3,1,Loyal
14386,297,1,142.4,1,1,1,Normal
14387,33,3,1770.56,3,3,4,Loyal
14388,10,8,3172.04,5,5,5,Champion
14389,65,2,999.72,3,3,4,Loyal
14390,10,9,4592.469999999999,5,5,5,Champion
14393,218,1,67.95,1,1,1,Normal
14395,2,9,3471.91,5,5,5,Champion
14396,65,2,487.99,3,3,3,Loyal
14397,3,19,2556.68,5,5,5,Champion
14400,149,1,559.7,2,1,3,Normal
14401,4,13,4039.98,5,5,5,Champion
14403,130,4,1426.31,2,4,4,At risk
14404,34,6,1434.72,3,5,4,Loyal
14406,119,1,156.75,2,1,1,Normal
14407,107,6,2111.08,2,5,5,At risk
14408,11,7,2606.53,5,5,5,Champion
14409,71,6,1908.2500000000002,3,5,4,Loyal
14410,92,9,576.3,2,5,3,Normal
14411,311,1,1063.0,1,1,4,Lost high value
14412,43,2,761.3299999999999,3,3,3,Loyal
14413,362,1,122.7,1,1,1,Normal
14414,92,7,1485.13,2,5,4,At risk
14415,1,13,5811.5599999999995,5,5,5,Champion
14416,22,2,490.22,4,3,3,Loyal
14418,4,3,1937.25,5,3,4,Loyal
14419,11,6,1058.06,5,5,4,Champion
14420,99,1,385.87,2,1,2,Normal
14421,57,2,813.11,3,3,3,Loyal
14422,1,6,4263.64,5,5,5,Champion
14423,218,1,265.2,1,1,2,Normal
14424,18,1,322.08,4,1,2,New customer
14426,24,10,3918.9,4,5,5,Champion
14427,50,2,363.34,3,3,2,Loyal
14428,7,5,1230.1399999999999,5,4,4,Champion
14431,303,1,397.76,1,1,2,Normal
14432,10,6,2255.51,5,5,5,Champion
14434,22,6,1372.8,4,5,4,Champion
14436,99,1,89.06,2,1,1,Normal
14437,366,1,-43.400000000000006,1,1,1,Normal
14438,306,1,131.9,1,1,1,Normal
14439,320,1,2661.24,1,1,5,Lost high value
14440,8,5,2357.6800000000003,5,4,5,Champion
14441,1,4,1545.14,5,4,4,Champion
14442,205,2,1544.62,1,3,4,At risk
14443,54,4,1400.88,3,4,4,Loyal
14446,1,4,1039.58,5,4,4,Champion
14447,19,5,1163.23,4,4,4,Champion
14448,9,2,375.35,5,3,2,Loyal
14449,19,4,907.1,4,4,3,Loyal
14450,181,3,483.25,1,3,3,Normal
14451,60,2,662.59,3,3,3,Loyal
14452,11,2,264.44,5,3,2,Loyal
14453,190,1,119.93,1,1,1,Normal
14456,5,9,3047.63,5,5,5,Champion
14457,311,1,113.64,1,1,1,Normal
14459,155,1,1837.92,2,1,4,Lost high value
14460,110,3,383.34,2,3,2,Normal
14461,148,3,2103.06,2,3,5,At risk
14462,66,11,1965.9,3,5,4,Loyal
14463,98,3,529.62,2,3,3,Normal
14465,247,3,1058.62,1,3,4,At risk
14466,29,7,2272.4,4,5,5,Champion
14467,18,4,598.76,4,4,3,Loyal
14470,12,2,461.19,5,3,2,Loyal
14472,104,8,1936.84,2,5,4,At risk
14473,74,2,234.34000000000003,2,3,1,Normal
14474,46,1,537.7099999999999,3,1,3,Normal
14475,72,3,799.82,2,3,3,Normal
14476,257,1,215.7,1,1,1,Normal
14477,20,4,1307.81,4,4,4,Champion
14479,254,2,316.25,1,3,2,Normal
14480,11,1,279.05,5,1,2,New customer
14481,165,2,636.51,2,3,3,Normal
14482,18,6,2068.15,4,5,5,Champion
14483,282,1,129.2,1,1,1,Normal
14484,50,1,321.92,3,1,2,Normal
14485,39,1,165.75,3,1,1,Normal
14487,27,6,1183.58,4,5,4,Champion
14488,68,1,1047.43,3,1,4,Normal
14489,207,1,463.38,1,1,2,Normal
14491,175,2,340.93,2,3,2,Normal
14493,7,5,2362.84,5,4,5,Champion
14494,26,1,139.56,4,1,1,New customer
14495,51,2,123.8,3,3,1,Loyal
14496,312,2,538.8100000000001,1,3,3,Normal
14497,309,1,457.47,1,1,2,Normal
14498,43,5,1957.32,3,4,4,Loyal
14499,26,3,815.32,4,3,3,Loyal
14500,88,3,356.85,2,3,2,Normal
14501,184,2,190.31,1,3,1,Normal
14502,20,11,2351.02,4,5,5,Champion
14503,3,6,3543.26,5,5,5,Champion
14504,47,4,673.26,3,4,3,Loyal
14505,17,8,5818.700000000001,4,5,5,Champion
14506,17,5,2012.17,4,4,4,Champion
14507,24,6,1368.18,4,5,4,Champion
14508,22,2,276.42,4,3,2,Loyal
14511,11,5,1267.4099999999999,5,4,4,Champion
14512,188,2,275.28,1,3,2,Normal
14513,101,3,438.49,2,3,2,Normal
14514,61,3,1055.35,3,3,4,Loyal
14515,18,6,2102.09,4,5,5,Champion
14517,33,2,330.45,3,3,2,Loyal
14518,64,1,174.37,3,1,1,Normal
14520,2,2,270.6,5,3,2,Loyal
14522,24,4,974.54,4,4,4,Champion
14523,108,1,241.09,2,1,1,Normal
14524,32,9,1867.68,4,5,4,Champion
14525,20,9,4221.37,4,5,5,Champion
14527,3,55,7711.379999999999,5,5,5,Champion
14528,37,1,364.22,3,1,2,Normal
14529,60,3,620.04,3,3,3,Loyal
14530,26,6,2925.91,4,5,5,Champion
14532,236,4,932.85,1,4,4,At risk
14533,25,7,1812.62,4,5,4,Champion
14534,3,18,4075.3500000000004,5,5,5,Champion
14535,60,3,2841.09,3,3,5,Loyal
14536,260,1,171.8,1,1,1,Normal
14537,58,1,355.56,3,1,2,Normal
14538,65,2,388.25,3,3,2,Loyal
14539,16,2,537.48,4,3,3,Loyal
14540,10,3,996.26,5,3,4,Loyal
14541,59,8,1461.65,3,5,4,Loyal
14542,186,1,103.25,1,1,1,Normal
14543,29,16,2916.17,4,5,5,Champion
14544,24,2,2024.45,4,3,5,Loyal
14546,5,5,2487.02,5,4,5,Champion
14547,4,8,3986.74,5,5,5,Champion
14548,151,2,652.8,2,3,3,Normal
14549,311,1,289.24,1,1,2,Normal
14550,11,2,765.62,5,3,3,Loyal
14551,18,2,186.23,4,3,1,Loyal
14552,152,1,165.07,2,1,1,Normal
14553,19,5,859.27,4,4,3,Loyal
14554,10,4,2381.04,5,4,5,Champion
14555,57,2,324.14,3,3,2,Loyal
14557,85,1,0.0,2,1,1,Normal
14560,7,22,2174.18,5,5,5,Champion
14561,76,3,1080.76,2,3,4,At risk
14562,4,18,4709.22,5,5,5,Champion
14565,96,4,3073.77,2,4,5,At risk
14566,111,1,1432.0,2,1,4,Lost high value
14567,57,2,1524.46,3,3,4,Loyal
14569,1,1,227.39,5,1,1,New customer
14570,281,2,218.06,1,3,1,Normal
14572,3,7,2803.69,5,5,5,Champion
14573,180,9,1603.72,1,5,4,At risk
14576,372,1,35.400000000000006,1,1,1,Normal
14577,13,4,859.71,5,4,3,Loyal
14578,3,1,168.63,5,1,1,New customer
14581,17,1,138.6,4,1,1,New customer
14582,41,1,114.11000000000001,3,1,1,Normal
14583,6,5,1052.55,5,4,4,Champion
14584,169,4,1029.26,2,4,4,At risk
14585,50,1,157.05,3,1,1,Normal
14586,277,1,134.16000000000003,1,1,1,Normal
14587,19,9,1598.24,4,5,4,Champion
14589,372,1,39.75,1,1,1,Normal
14591,15,4,1447.14,4,4,4,Champion
14592,35,3,570.46,3,3,3,Loyal
14593,22,3,617.99,4,3,3,Loyal
14594,7,2,379.83,5,3,2,Loyal
14595,20,6,1740.6,4,5,4,Champion
14597,11,2,883.15,5,3,3,Loyal
14598,44,1,221.97,3,1,1,Normal
14600,306,1,393.33000000000004,1,1,2,Normal
14601,11,1,213.96,5,1,1,New customer
14603,275,1,660.0,1,1,3,Normal
14606,1,93,11713.85,5,5,5,Champion
14607,16,14,11341.1,4,5,5,Champion
14608,4,4,1785.15,5,4,4,Champion
14609,72,4,601.56,2,4,3,Normal
14616,243,3,406.08000000000004,1,3,2,Normal
14618,9,3,538.59,5,3,3,Loyal
14619,246,1,379.51,1,1,2,Normal
14620,206,2,393.28000000000003,1,3,2,Normal
14621,1,5,1765.7600000000002,5,4,4,Champion
14622,185,1,320.58000000000004,1,1,2,Normal
14623,32,5,869.35,4,4,3,Loyal
14624,57,2,225.85,3,3,1,Loyal
14625,196,2,848.48,1,3,3,Normal
14626,24,4,2757.07,4,4,5,Champion
14628,91,2,671.96,2,3,3,Normal
14629,4,2,939.21,5,3,4,Loyal
14631,51,3,1006.98,3,3,4,Loyal
14632,263,1,114.56,1,1,1,Normal
14633,266,1,344.90000000000003,1,1,2,Normal
14636,36,2,609.85,3,3,3,Loyal
14638,51,1,443.6,3,1,2,Normal
14639,52,6,2952.3399999999997,3,5,5,Loyal
14640,24,6,2042.1499999999999,4,5,5,Champion
14641,22,1,110.46,4,1,1,New customer
14642,59,1,96.12,3,1,1,Normal
14643,170,2,668.61,2,3,3,Normal
14644,68,2,780.46,3,3,3,Loyal
14645,157,2,597.09,2,3,3,Normal
14646,2,73,279489.02,5,5,5,Champion
14647,201,1,243.22,1,1,1,Normal
14649,5,4,1417.29,5,4,4,Champion
14651,67,2,654.6,3,3,3,Loyal
14652,77,1,114.18,2,1,1,Normal
14653,1,7,1947.55,5,5,4,Champion
14655,8,4,1930.15,5,4,4,Champion
14656,169,2,291.05,2,3,2,Normal
14657,18,4,838.27,4,4,3,Loyal
14658,5,2,247.15,5,3,2,Loyal
14659,9,9,2456.5299999999997,5,5,5,Champion
14660,87,2,285.74,2,3,2,Normal
14661,27,1,107.95,4,1,1,New customer
14662,29,4,771.17,4,4,3,Loyal
14664,20,2,637.89,4,3,3,Loyal
14665,61,5,1258.38,3,4,4,Loyal
14666,24,1,195.25,4,1,1,New customer
14667,11,25,9231.2,5,5,5,Champion
14669,242,3,1269.99,1,3,4,At risk
14670,280,2,411.53,1,3,2,Normal
14672,235,2,765.5500000000001,1,3,3,Normal
14673,3,5,1736.4,5,4,4,Champion
14675,16,1,604.75,4,1,3,New customer
14676,31,6,2543.2400000000002,4,5,5,Champion
14680,25,16,26932.34,4,5,5,Champion
14681,71,3,498.95,3,3,3,Loyal
14682,188,2,52.0,1,3,1,Normal
14684,26,5,1236.28,4,4,4,Champion
14687,107,1,628.38,2,1,3,Normal
14688,8,21,5107.38,5,5,5,Champion
14689,209,1,112.8,1,1,1,Normal
14690,44,2,358.61,3,3,2,Loyal
14691,31,5,2114.33,4,4,5,Champion
14692,137,4,582.05,2,4,3,Normal
14693,265,1,172.9,1,1,1,Normal
14696,4,7,2070.97,5,5,5,Champion
14697,218,2,188.60999999999999,1,3,1,Normal
14698,2,5,1250.76,5,4,4,Champion
14699,214,1,109.13000000000001,1,1,1,Normal
14700,32,3,2235.3,4,3,5,Loyal
14701,11,9,2486.22,5,5,5,Champion
14702,1,17,3250.64,5,5,5,Champion
14703,15,1,318.17,4,1,2,New customer
14704,11,9,1546.91,5,5,4,Champion
14705,199,1,179.0,1,1,1,Normal
14708,3,3,1096.6699999999998,5,3,4,Loyal
14709,15,13,4911.14,4,5,5,Champion
14710,14,4,606.13,4,4,3,Loyal
14711,10,11,2838.2000000000003,5,5,5,Champion
14712,29,3,917.07,4,3,4,Loyal
14713,9,11,2664.26,5,5,5,Champion
14714,24,1,160.19,4,1,1,New customer
14715,25,4,867.38,4,4,3,Loyal
14716,43,2,329.68,3,3,2,Loyal
14719,2,5,1592.18,5,4,4,Champion
14720,6,3,663.8100000000001,5,3,3,Loyal
14722,147,1,187.92000000000002,2,1,1,Normal
14723,10,6,1158.3,5,5,4,Champion
14725,25,1,718.08,4,1,3,New customer
14727,274,1,268.58,1,1,2,Normal
14729,374,1,313.49,1,1,2,Normal
14730,1,8,2005.06,5,5,4,Champion
14731,47,3,380.02,3,3,2,Loyal
14732,8,8,2686.34,5,5,5,Champion
14733,16,12,9451.539999999999,4,5,5,Champion
14735,4,32,5807.6900000000005,5,5,5,Champion
14737,4,3,1164.55,5,3,4,Loyal
14738,43,7,1289.94,3,5,4,Loyal
14739,4,7,3899.1000000000004,5,5,5,Champion
14740,197,3,1423.21,1,3,4,At risk
14741,12,6,1400.3400000000001,5,5,4,Champion
14744,16,7,1088.53,4,5,4,Champion
14745,113,5,1167.16,2,4,4,At risk
14747,249,1,294.3,1,1,2,Normal
14748,29,5,1311.79,4,4,4,Champion
14752,44,1,389.64,3,1,2,Normal
14753,87,1,563.15,2,1,3,Normal
14754,45,2,638.05,3,3,3,Loyal
14755,10,11,4965.38,5,5,5,Champion
14756,15,1,738.96,4,1,3,New customer
14757,75,1,420.5,2,1,2,Normal
14758,145,4,1484.06,2,4,4,At risk
14759,5,3,1625.97,5,3,4,Loyal
14760,297,1,53.8,1,1,1,Normal
14761,59,2,255.9,3,3,2,Loyal
14762,264,1,300.52,1,1,2,Normal
14764,47,1,250.55,3,1,2,Normal
14765,29,3,254.11,4,3,2,Loyal
14766,8,6,2423.0699999999997,5,5,5,Champion
14768,17,2,139.50000000000003,4,3,1,Loyal
14769,3,8,10641.6,5,5,5,Champion
14770,232,2,876.42,1,3,3,Normal
14772,112,1,139.26,2,1,1,Normal
14775,58,3,1011.9,3,3,4,Loyal
14776,51,11,2195.58,3,5,5,Loyal
14778,127,2,730.86,2,3,3,Normal
14779,281,3,386.15,1,3,2,Normal
14780,55,2,447.68,3,3,2,Loyal
14782,320,1,200.10000000000002,1,1,1,Normal
14784,26,2,289.99,4,3,2,Loyal
14785,10,2,77.4,5,3,1,Loyal
14788,7,2,679.44,5,3,3,Loyal
14789,29,1,197.64,4,1,1,New customer
14790,17,4,745.06,4,4,3,Loyal
14792,64,1,0.0,3,1,1,Normal
14793,21,1,214.14000000000001,4,1,1,New customer
14794,3,7,1272.1100000000001,5,5,4,Champion
14795,166,1,131.45000000000002,2,1,1,Normal
14796,1,17,7839.51,5,5,5,Champion
14798,53,3,173.74,3,3,1,Loyal
14799,51,1,157.7,3,1,1,Normal
14800,48,12,4236.34,3,5,5,Loyal
14801,61,1,193.14,3,1,1,Normal
14803,162,3,845.55,2,3,3,Normal
14804,9,1,353.27,5,1,2,New customer
14805,15,4,554.65,4,4,3,Loyal
14806,75,1,193.39,2,1,1,Normal
14808,40,8,2175.37,3,5,5,Loyal
14810,41,11,2087.88,3,5,5,Loyal
14813,370,2,155.43,1,3,1,Normal
14815,37,2,778.5,3,3,3,Loyal
14816,197,1,271.85,1,1,2,Normal
14817,200,2,1110.34,1,3,4,At risk
14818,74,3,657.8,2,3,3,Normal
14819,64,2,272.07,3,3,2,Loyal
14820,21,4,507.29,4,4,3,Loyal
14821,367,1,48.800000000000004,1,1,1,Normal
14823,180,3,321.43,1,3,2,Normal
14824,10,4,1127.71,5,4,4,Champion
14825,4,12,2226.91,5,5,5,Champion
14828,197,3,2139.76,1,3,5,At risk
14829,29,4,644.65,4,4,3,Loyal
14830,53,1,197.13,3,1,1,Normal
14834,18,6,1698.35,4,5,4,Champion
14836,10,3,102.44999999999999,5,3,1,Loyal
14837,90,4,1641.2,2,4,4,At risk
14840,268,1,62.85,1,1,1,Normal
14841,53,6,3295.76,3,5,5,Loyal
14842,44,4,2456.8,3,4,5,Loyal
14844,64,4,3189.81,3,4,5,Loyal
14847,149,1,309.4,2,1,2,Normal
14849,22,25,7904.28,4,5,5,Champion
14850,312,1,278.15,1,1,2,Normal
14851,23,2,511.35,4,3,3,Loyal
14852,58,6,2836.69,3,5,5,Loyal
14853,24,2,463.04999999999995,4,3,2,Loyal
14854,78,7,2749.89,2,5,5,At risk
14855,119,2,645.65,2,3,3,Normal
14856,36,3,1311.3799999999999,3,3,4,Loyal
14857,60,2,1165.65,3,3,4,Loyal
14859,13,4,1352.04,5,4,4,Champion
14860,19,1,168.62,4,1,1,New customer
14861,52,1,125.79,3,1,1,Normal
14862,26,2,841.1999999999999,4,3,3,Loyal
14863,29,1,266.76,4,1,2,New customer
14865,7,2,52.2,5,3,1,Loyal
14866,11,12,14197.449999999999,5,5,5,Champion
14867,186,3,701.3299999999999,1,3,3,Normal
14868,3,8,2939.6400000000003,5,5,5,Champion
14869,9,2,721.95,5,3,3,Loyal
14870,262,1,327.25,1,1,2,Normal
14871,3,4,522.38,5,4,3,Loyal
14873,210,1,519.68,1,1,3,Normal
14875,108,2,1448.7200000000003,2,3,4,At risk
14878,13,9,1485.54,5,5,4,Champion
14880,77,3,706.19,2,3,3,Normal
14881,20,1,255.4,4,1,2,New customer
14882,27,2,589.7,4,3,3,Loyal
14883,19,6,756.64,4,5,3,Loyal
14885,132,1,765.3199999999999,2,1,3,Normal
14886,253,1,364.8,1,1,2,Normal
14887,79,1,1862.0,2,1,4,Lost high value
14888,207,1,369.2,1,1,2,Normal
14889,336,1,135.9,1,1,1,Normal
14890,254,1,125.65,1,1,1,Normal
14891,148,2,554.38,2,3,3,Normal
14893,10,2,1237.85,5,3,4,Loyal
14894,85,1,655.75,2,1,3,Normal
14895,8,20,11020.26,5,5,5,Champion
14896,205,2,468.77000000000004,1,3,2,Normal
14897,8,4,1366.38,5,4,4,Champion
14898,23,6,1228.32,4,5,4,Champion
14901,11,9,1414.99,5,5,4,Champion
14902,26,1,314.11,4,1,2,New customer
14903,21,5,2744.48,4,4,5,Champion
14904,2,2,1025.44,5,3,4,Loyal
